sound_event_recording,start_time,end_time,ele,azi
doorslam018.wav,0.911442951228,1.21745202152,40,70,3.0
doorslam011.wav,2.43376133693,3.0727636045,10,110,6.0
cough047.wav,3.79932589405,4.54733042919,50,-60,8.0
keysDrop017.wav,5.32841680999,5.80041227484,-30,-30,4.5
pageturn051.wav,6.79276168746,7.46475715231,20,130,2.5
drawer017.wav,7.76690682344,9.09590909101,-20,-140,1.0
doorslam007.wav,9.41972662073,9.87972662073,-60,-60,9.0
keyboard035.wav,10.3907936595,11.4927891244,0,100,6.0
keyboard014.wav,12.0259973861,14.3489905834,30,130,7.5
doorslam008.wav,15.2797283559,15.6727215532,30,20,1.0
pageturn036.wav,15.9781831565,17.4581831565,40,-180,4.5
keyboard068.wav,18.4140928279,19.5491041658,-20,-90,9.5
phone061.wav,20.7053842087,22.7453842087,40,100,7.0
clearthroat094.wav,23.9926359639,25.6106404991,-60,120,5.5
speech005.wav,26.8446577431,28.7676509403,-20,-40,8.0
