sound_event_recording,start_time,end_time,ele,azi
drawer076.wav,0.877457453929,1.48945291878,-50,-170,9.5
doorslam016.wav,2.69417059622,3.11217513137,-20,-50,7.0
clearthroat002.wav,3.57759472435,4.19158565406,0,-110,6.5
cough140.wav,4.58199264309,5.64199264309,-20,-130,9.0
drawer050.wav,6.34569681541,7.33669454784,-10,110,3.5
drawer023.wav,8.04243893276,8.99745027063,10,130,2.5
clearthroat105.wav,9.77196487384,10.3329626063,20,-40,3.5
clearthroat065.wav,11.4429570057,12.335950203,0,90,9.0
speech022.wav,12.6582879348,15.9932992726,-10,130,9.5
phone082.wav,16.7038109454,18.4878018751,-10,10,4.5
keysDrop006.wav,19.6570360333,19.9180337658,-10,50,8.0
phone067.wav,20.2073854523,22.2133945226,-40,140,9.0
keysDrop021.wav,22.7829915209,23.0249869858,-20,160,2.5
keysDrop027.wav,23.5716282371,23.9806305046,-60,-180,3.0
cough151.wav,24.3493607413,25.1493607413,-60,-160,3.5
pageturn021.wav,26.1354441744,27.1674396392,-40,70,2.0
phone054.wav,28.0626366006,29.3126366006,20,40,7.0
