sound_event_recording,start_time,end_time,ele,azi
pageturn081.wav,0.933124412402,2.91412214483,-50,-70,3.0
cough059.wav,3.94350600223,4.89350600223,50,-180,8.0
keyboard037.wav,5.19976112246,7.22175658731,-60,-140,3.5
keyboard068.wav,7.90883687884,9.04384821671,-40,60,6.0
keyboard009.wav,9.57140014245,11.5523978749,50,30,1.0
doorslam017.wav,12.5414634861,13.056474824,10,90,1.5
doorslam022.wav,13.449856579,14.3468633817,-10,10,1.5
keysDrop020.wav,14.8261587334,15.2281541982,20,20,5.5
doorslam004.wav,15.8435224185,16.4235224185,50,-120,5.0
phone059.wav,17.4133176081,18.9433176081,-20,10,4.0
phone059.wav,19.8449856055,21.3749856055,-60,-140,5.0
laughter101.wav,22.0519853257,23.7239807905,30,60,9.5
knock048.wav,24.4593687119,25.1263755146,-30,-140,8.5
drawer001.wav,26.1395990397,27.4935899694,20,140,4.5
keysDrop022.wav,28.4892694955,28.8062762982,0,-130,1.0
