sound_event_recording,start_time,end_time,ele,azi
cough149.wav,0.0950747393197,0.882081542041,-60,-100,2.0
clearthroat094.wav,1.80297416578,3.42097870093,30,-30,7.5
keyboard012.wav,4.66100952896,6.56701859925,10,-90,9.5
clearthroat094.wav,7.23814844833,8.85615298348,0,-10,9.5
doorslam012.wav,9.82883380609,10.483845144,20,0,3.0
doorslam007.wav,11.7223093353,12.1823093353,40,90,9.0
keyboard009.wav,13.254924389,15.2359221214,-50,20,6.0
cough140.wav,15.893933411,16.953933411,0,30,6.0
laughter119.wav,17.5333313664,18.0623336339,-60,-180,9.5
cough004.wav,18.9552731757,19.8802845136,50,-70,5.0
drawer047.wav,20.7493626577,21.582355855,-10,40,1.0
speech001.wav,22.1960407938,24.0920498641,20,-160,6.5
pageturn081.wav,25.2427983535,27.2237960859,-10,-10,1.0
clearthroat115.wav,28.3424154678,28.8824154678,10,50,2.0
