sound_event_recording,start_time,end_time,ele,azi
cough134.wav,0.872199982301,1.56419544715,-20,-150,6.0
keyboard066.wav,2.14701819017,3.43100911988,-50,-110,2.5
knock001.wav,4.34473812262,5.21872905232,30,-50,1.5
keysDrop002.wav,5.62323696471,5.899246035,-10,-160,2.0
cough004.wav,6.82083324145,7.74584457932,40,40,7.5
keyboard035.wav,8.39435874326,9.49635420811,20,160,9.0
drawer076.wav,10.4806844559,11.0926799207,-50,-10,1.5
drawer029.wav,11.8450104102,12.7640126778,-60,70,1.0
phone069.wav,13.9422547962,15.1722547962,10,50,7.0
clearthroat047.wav,15.8525696142,16.3015718818,50,-80,8.0
doorslam002.wav,17.0044419139,17.6194532517,-10,-80,4.0
keyboard017.wav,18.8686496091,21.2566541442,10,70,7.0
knock069.wav,21.8553847179,22.9203960557,20,-90,3.0
phone054.wav,23.5114245662,24.7614245662,30,130,3.5
pageturn018.wav,25.8730829294,27.5510874646,-50,70,8.0
clearthroat070.wav,27.9610403395,29.2030358044,-60,90,7.5
