sound_event_recording,start_time,end_time,ele,azi
pageturn064.wav,0.670091069448,1.64510240732,-30,-50,2.0
pageturn081.wav,2.87935044695,4.86034817938,40,-60,8.5
clearthroat065.wav,6.05005469989,6.94304789717,30,-90,6.0
drawer032.wav,7.93549270582,8.56549270582,-10,-30,2.0
pageturn057.wav,9.69093381059,10.4959451485,30,20,5.5
drawer010.wav,11.1851396655,12.9851396655,-40,0,6.5
knock067.wav,13.2357550525,14.2527618552,40,-100,8.5
speech001.wav,15.2893570365,17.1853661068,40,-50,9.5
knock032.wav,17.4946803413,18.4556780737,-40,70,8.0
doorslam002.wav,19.4382948281,20.053306166,-40,80,3.0
keyboard037.wav,20.3093985165,22.3313939813,10,-80,7.0
keysDrop026.wav,23.1080556083,23.3590533408,-20,40,4.0
laughter087.wav,24.1367070379,25.7017183757,-60,80,9.0
keysDrop031.wav,26.77285707,27.0208616051,50,-120,4.0
doorslam009.wav,28.0613072679,28.4983140706,50,80,3.5
