sound_event_recording,start_time,end_time,ele,azi
keysDrop014.wav,0.569459500295,0.877464035442,-10,110,1.0
cough006.wav,1.70275317618,2.36474864103,-50,-100,8.0
keysDrop020.wav,3.13402371207,3.53601917693,20,-20,7.0
keyboard045.wav,4.43834496957,6.03535177229,-60,10,9.5
cough012.wav,6.43624183237,7.48524409994,50,-70,4.5
doorslam021.wav,8.63678856664,9.29678856664,50,60,4.5
keyboard066.wav,10.5240136682,11.808004598,0,20,1.0
clearthroat047.wav,12.3260272138,12.7750294814,20,-50,9.0
keyboard025.wav,13.7298097223,16.0878142575,-10,-20,7.5
cough092.wav,17.0705194133,18.1055307512,40,-180,3.5
phone067.wav,19.3064231137,21.312432184,-50,130,5.0
knock064.wav,21.8419120477,22.4709143153,-10,-180,1.0
speech031.wav,22.8313487596,24.5203510271,50,-150,3.5
keyboard012.wav,25.7148675958,27.6208766661,-20,30,1.0
keysDrop021.wav,28.7667149751,29.00871044,40,0,4.0
