sound_event_recording,start_time,end_time,ele,azi
speech031.wav,0.0232236413085,1.71222590888,20,90,1.0
cough130.wav,2.06414153257,3.43015060286,-10,20,9.5
keyboard012.wav,4.28178530891,6.1877943792,-20,50,9.5
knock067.wav,6.87865556981,7.89566237253,30,-120,6.5
pageturn051.wav,8.86475182485,9.5367472897,40,50,1.5
speech022.wav,9.80956832527,13.1445796631,0,-30,6.5
laughter067.wav,14.2263618385,15.3463618385,20,50,7.0
knock001.wav,15.6605652795,16.5345562092,10,-170,6.5
cough006.wav,17.5460689554,18.2080644203,-50,-130,6.5
pageturn075.wav,19.0932729621,19.8792820324,-20,-40,9.5
doorslam014.wav,20.8434322072,21.2564254045,50,-20,6.0
keysDrop008.wav,21.9761106278,22.2711219657,20,-10,2.5
keysDrop028.wav,22.558382613,22.6853894157,-60,-120,3.5
keyboard009.wav,23.3121223017,25.2931200342,-20,-150,1.5
doorslam004.wav,25.6427068576,26.2227068576,-30,-170,6.5
doorslam021.wav,27.4603005152,28.1203005152,40,-70,4.5
