sound_event_recording,start_time,end_time,ele,azi
keysDrop008.wav,0.542252364551,0.837263702419,10,50,9.5
pageturn057.wav,1.61504603225,2.42005737012,10,-110,7.5
keyboard045.wav,3.3815521549,4.97855895762,0,-160,3.0
knock063.wav,5.52219118172,6.33919798445,40,-50,8.5
clearthroat113.wav,7.51393212949,8.21393212949,-60,-140,1.5
cough151.wav,9.12996499532,9.92996499532,20,-40,3.0
pageturn036.wav,10.4741549328,11.9541549328,-30,130,1.5
keyboard045.wav,12.9874096231,14.5844164259,-50,160,2.5
pageturn018.wav,15.3330782649,17.0110828,-60,-50,8.0
laughter119.wav,17.5306972747,18.0596995423,40,-30,9.0
cough140.wav,19.1945527756,20.2545527756,-30,-160,3.5
speech005.wav,21.2472879652,23.1702811625,0,20,7.5
knock070.wav,24.0275661543,25.1025774921,20,-60,8.0
doorslam016.wav,25.5351595604,25.9531640956,10,0,8.5
cough033.wav,26.2333835537,28.4223858213,-40,-150,6.5
