sound_event_recording,start_time,end_time,ele,azi
cough134.wav,0.102708754046,0.794704218899,-10,100,8.0
clearthroat014.wav,1.70755607312,2.0805492704,-10,150,6.5
speech009.wav,3.17290246317,4.66090699832,-50,-10,5.0
keyboard005.wav,5.36811996364,7.97811996364,-20,-90,2.5
cough134.wav,8.70833900036,9.40033446521,-30,-20,2.0
cough140.wav,9.86217054755,10.9221705476,40,-150,9.0
phone062.wav,11.3334013082,13.5773922379,-10,-90,7.0
phone059.wav,13.8870448578,15.4170448578,-50,10,7.0
knock032.wav,16.2857929496,17.246790682,-20,-100,5.5
drawer010.wav,18.4741659669,20.2741659669,-50,-20,3.0
phone054.wav,20.8022635127,22.0522635127,40,60,9.0
phone046.wav,22.5019929497,24.8039884145,-20,-80,6.0
knock070.wav,25.663128742,26.7381400799,0,130,2.5
knock065.wav,27.8985054774,28.5165100126,10,-50,6.5
