sound_event_recording,start_time,end_time,ele,azi
keysDrop017.wav,0.436916678962,0.908912143815,30,0,4.5
laughter036.wav,1.73849057705,3.40449964734,40,10,4.0
keyboard023.wav,3.79631327487,5.56631327487,30,110,5.0
drawer017.wav,6.10921869747,7.43822096504,40,80,1.0
keyboard068.wav,8.53388476744,9.66889610531,10,-60,8.5
keyboard009.wav,10.0230527147,12.0040504472,0,0,5.0
knock018.wav,12.7924663656,13.8834640981,-60,-110,4.5
drawer072.wav,14.4457243232,15.0547265908,-50,150,9.0
knock065.wav,16.0870724356,16.7050769707,10,110,2.0
laughter079.wav,17.7786332868,20.0456400895,20,0,7.5
pageturn081.wav,21.1655496394,23.1465473718,-60,40,4.5
keysDrop008.wav,23.481234902,23.7762462398,50,-140,7.0
keysDrop002.wav,24.1734166755,24.4494257458,10,-170,8.0
speech006.wav,25.3449787924,26.6549787924,-50,20,2.0
keysDrop021.wav,27.242596234,27.4845916988,40,-100,2.0
