sound_event_recording,start_time,end_time,ele,azi
keyboard005.wav,0.194555767161,2.80455576716,-60,130,5.0
drawer002.wav,3.69935657088,5.01334750059,-30,-110,4.0
doorslam008.wav,5.74668897482,6.1396821721,-10,100,6.0
speech053.wav,6.88066380916,9.12667287945,50,-40,8.5
knock069.wav,10.0306450234,11.0956563613,10,-80,2.0
cough004.wav,12.210664742,13.1356760798,30,-140,4.0
speech001.wav,14.2115134515,16.1075225218,-30,-150,4.5
speech022.wav,16.907271642,20.2422829799,50,70,7.5
drawer023.wav,20.8806410436,21.8356523814,-20,-30,8.0
speech022.wav,22.509971482,25.8449828198,10,-140,8.0
phone054.wav,26.7477653433,27.9977653433,50,-150,2.0
