sound_event_recording,start_time,end_time,ele,azi
doorslam015.wav,0.70272397475,1.12973077747,-10,-160,6.5
drawer050.wav,2.11212414113,3.10312187355,-40,-110,5.0
speech046.wav,3.5330089676,6.29400670003,0,-60,2.5
drawer002.wav,7.14428796862,8.45827889833,-10,160,6.0
drawer005.wav,9.03133769042,10.4743308877,-10,-120,9.0
keyboard005.wav,11.3642687975,13.9742687975,20,10,7.0
keyboard005.wav,14.377606295,16.987606295,0,-100,1.5
keysDrop014.wav,17.5448107012,17.8528152363,-10,60,3.0
doorslam021.wav,18.8020447151,19.4620447151,0,110,1.5
laughter036.wav,19.7511259631,21.4171350334,-40,-160,3.5
laughter075.wav,22.440682886,24.000682886,-40,100,6.5
laughter119.wav,25.0500926429,25.5790949105,50,150,8.5
cough149.wav,26.6460193334,27.4330261361,30,30,7.5
