sound_event_recording,start_time,end_time,ele,azi
phone067.wav,0.300559499276,2.30656856957,-20,-80,4.0
keysDrop006.wav,3.2566800555,3.51767778792,-50,-80,3.5
pageturn058.wav,4.21747226996,5.27046546724,-30,30,5.0
drawer023.wav,6.21074054938,7.16575188725,-40,50,6.5
speech009.wav,8.16419946143,9.65220399658,-20,80,1.0
keyboard044.wav,10.5317225134,11.8317225134,-10,-120,7.5
pageturn051.wav,12.4409955544,13.1129910193,-50,100,3.0
doorslam018.wav,14.3038057769,14.6098148472,0,-130,1.5
phone071.wav,15.1783974407,16.5734087785,-40,-20,4.5
phone048.wav,17.342079801,18.6770911389,20,150,2.5
speech046.wav,19.3523888377,22.1133865701,30,-30,2.0
pageturn018.wav,23.0005123148,24.6785168499,50,-80,4.5
phone037.wav,25.124084676,27.174084676,30,-100,3.0
keyboard044.wav,27.7255025745,29.0255025745,-50,-180,1.0
