sound_event_recording,start_time,end_time,ele,azi
clearthroat113.wav,0.188809889788,0.888809889788,-10,-60,5.5
cough059.wav,2.03886235925,2.98886235925,-20,-150,4.0
speech056.wav,3.67228579867,5.21029033382,20,130,9.5
knock065.wav,5.91910790293,6.53711243807,-60,140,8.0
laughter079.wav,6.7881618734,9.05516867612,-30,150,9.5
cough134.wav,9.66554883104,10.3575442959,0,-130,6.0
laughter115.wav,11.5359946506,12.1109833127,10,-150,5.0
drawer008.wav,12.7242613132,14.3472545105,20,-30,7.5
speech019.wav,14.6115277784,17.0785345811,30,150,2.5
phone069.wav,17.513009547,18.743009547,-20,80,6.0
laughter005.wav,19.9335858613,22.1585971992,-40,130,1.0
doorslam017.wav,23.0562401443,23.5712514822,40,50,9.0
keyboard035.wav,24.7472207463,25.8492162111,-30,-90,9.5
drawer053.wav,26.7562383278,27.4582337926,40,80,9.0
cough149.wav,27.7861342207,28.5731410234,-60,10,7.0
