sound_event_recording,start_time,end_time,ele,azi
doorslam016.wav,0.0147871714832,0.43279170663,-20,160,1.0
drawer072.wav,1.18352064095,1.79252290852,40,-50,4.5
pageturn005.wav,2.90147460343,4.35947913858,-40,-60,8.0
drawer076.wav,5.53989224162,6.15188770648,-30,-110,2.5
keyboard009.wav,7.31144679178,9.29244452421,-40,130,3.0
clearthroat070.wav,9.70877528168,10.9507707465,-50,10,6.0
cough092.wav,11.4307815507,12.4657928885,0,-10,4.5
drawer053.wav,13.2848292273,13.9868246921,0,-120,6.5
keyboard064.wav,14.360504325,17.3155156629,-10,20,6.0
clearthroat047.wav,18.4707345694,18.919736837,-20,160,1.0
keysDrop017.wav,19.7149257206,20.1869211855,0,-180,4.5
pageturn018.wav,21.3535721415,23.0315766767,-40,140,6.5
cough004.wav,24.0195350409,24.9445463788,-60,-120,1.0
doorslam002.wav,25.8105169038,26.4255282416,50,-60,2.0
keyboard044.wav,27.6495604957,28.9495604957,0,70,3.0
