sound_event_recording,start_time,end_time,ele,azi
cough012.wav,0.218869998359,1.26787226593,20,150,9.5
knock063.wav,2.49073308105,3.30773988377,-20,30,3.0
doorslam008.wav,3.97510224279,4.36809544007,-30,-150,2.0
doorslam018.wav,5.1900440152,5.49605308549,-60,40,6.5
phone046.wav,6.67810384172,8.98009930657,30,-160,8.5
cough033.wav,9.78464135753,11.9736436251,-40,-10,9.0
speech005.wav,13.1859922912,15.1089854885,10,-180,2.5
clearthroat014.wav,15.9648896991,16.3378828964,0,-140,2.0
phone082.wav,16.7219453272,18.5059362569,40,110,3.0
laughter056.wav,19.0710665287,21.8120642611,50,-10,7.5
clearthroat002.wav,22.5056342596,23.1196251893,-10,-10,8.5
knock048.wav,24.0758719117,24.7428787144,30,-50,7.5
doorslam007.wav,25.7433341251,26.2033341251,-20,-20,2.0
phone067.wav,26.8885830257,28.8945920959,50,60,9.5
