sound_event_recording,start_time,end_time,ele,azi
phone079.wav,0.550451072106,1.91045107211,40,110,7.0
doorslam002.wav,2.17925669312,2.79426803099,20,-180,8.0
drawer029.wav,3.75124468197,4.67024694955,20,150,5.5
speech019.wav,5.17369015355,7.64069695627,-60,70,3.0
laughter039.wav,8.13531116233,9.83231796505,10,-20,3.5
keysDrop014.wav,10.7464257306,11.0544302657,20,-170,9.5
drawer076.wav,12.1493631503,12.7613586152,-40,110,5.5
knock065.wav,13.5570566756,14.1750612108,40,140,1.0
knock001.wav,14.9327872687,15.8067781984,-60,10,6.5
knock027.wav,16.3212629098,17.3312629098,-40,70,3.0
knock013.wav,17.901068196,18.4020659284,0,-140,6.0
pageturn044.wav,18.8923993549,19.6214016224,-40,60,4.0
keysDrop026.wav,20.0890931947,20.3400909271,20,-150,1.5
phone082.wav,21.385579275,23.1695702047,-60,150,2.5
speech007.wav,23.6200783667,25.2280829018,20,70,8.0
drawer053.wav,26.4681895864,27.1701850512,-60,20,8.0
