sound_event_recording,start_time,end_time,ele,azi
speech005.wav,0.473757065943,2.39675026322,20,-80,8.5
doorslam008.wav,2.9836968044,3.37669000168,-30,30,7.5
cough047.wav,3.90777751346,4.6557820486,-20,40,3.5
doorslam007.wav,5.161448362,5.621448362,0,110,9.5
laughter005.wav,6.69531822424,8.92032956211,0,50,6.0
clearthroat115.wav,9.7060220607,10.2460220607,20,-130,8.0
cough149.wav,11.2687589317,12.0557657344,50,80,8.5
clearthroat113.wav,12.7436667752,13.4436667752,0,60,1.0
speech056.wav,13.8817731718,15.4197777069,50,70,9.5
keysDrop021.wav,15.7574210036,15.9994164684,-40,100,6.5
laughter067.wav,16.9049858304,18.0249858304,0,-50,4.5
doorslam007.wav,18.345871737,18.805871737,-60,-90,6.0
pageturn024.wav,19.4079799103,20.3079799103,-10,-50,1.0
keysDrop028.wav,20.7914385546,20.9184453573,-30,-150,6.0
pageturn005.wav,21.7063718604,23.1643763955,-30,130,4.5
cough140.wav,24.01212791,25.07212791,-40,10,4.5
phone062.wav,26.1384865454,28.3824774751,50,-40,5.5
