sound_event_recording,start_time,end_time,ele,azi
knock013.wav,0.662313687148,1.16331141957,30,120,3.5
speech013.wav,1.6047068452,3.65971818307,-30,-170,8.0
keyboard066.wav,4.56068312765,5.84467405736,-40,-40,6.5
doorslam004.wav,6.83974889342,7.41974889342,10,140,3.0
drawer010.wav,8.4983767616,10.2983767616,0,-170,8.0
keyboard005.wav,11.2014461525,13.8114461525,20,130,5.5
laughter039.wav,15.0266215665,16.7236283692,-40,-120,8.0
phone082.wav,17.3945276506,19.1785185803,40,-80,7.5
keysDrop029.wav,19.7293073115,19.9343186493,30,-60,2.5
clearthroat085.wav,20.9074546003,21.9474546003,10,130,2.0
doorslam008.wav,23.1050910811,23.4980842784,-50,50,4.0
keyboard007.wav,24.2493539724,25.9413494373,-40,20,4.5
drawer010.wav,27.0912036442,28.8912036442,-10,-110,2.0
