sound_event_recording,start_time,end_time,ele,azi
cough066.wav,0.833492479054,1.8014970142,20,120,1.5
clearthroat077.wav,2.60531847505,3.41432074263,0,50,9.0
pageturn002.wav,4.58381298014,6.70381298014,20,50,2.0
knock032.wav,7.1609993612,8.12199709362,-30,-30,3.0
doorslam001.wav,9.02926702398,9.66926702398,-20,-20,8.5
speech037.wav,9.93067357201,12.2676803747,30,-30,1.5
drawer029.wav,13.2709213446,14.1899236122,30,110,5.5
clearthroat002.wav,14.9387059458,15.5526968755,-30,-140,4.5
knock001.wav,15.9041482857,16.7781392154,10,10,9.5
cough092.wav,17.2686717543,18.3036830921,10,-120,2.0
phone037.wav,18.8783473662,20.9283473662,0,-160,5.0
keysDrop030.wav,21.7301178911,21.9961269614,-30,80,2.5
keysDrop030.wav,22.5414912154,22.8075002857,40,-170,5.0
pageturn018.wav,23.8623968374,25.5404013726,10,-20,4.5
phone046.wav,26.180994761,28.4829902259,-10,-60,6.0
