sound_event_recording,start_time,end_time,ele,azi
pageturn031.wav,0.0647979782486,1.13479797825,-20,10,4.5
laughter077.wav,1.97093269851,3.71093269851,10,-50,2.5
pageturn051.wav,4.61021757941,5.28221304426,-40,-100,1.5
doorslam017.wav,6.15688275939,6.67189409726,20,0,9.5
pageturn024.wav,7.69881118863,8.59881118863,0,-20,7.5
cough130.wav,9.2668015548,10.6328106251,-40,-150,5.5
cough012.wav,11.4056832616,12.4546855292,10,50,5.5
clearthroat100.wav,13.0885292168,13.7195269492,-20,90,9.0
keyboard025.wav,14.9310894952,17.2890940303,-20,-170,9.5
knock018.wav,18.4379275805,19.5289253129,40,20,6.0
phone071.wav,19.9875478829,21.3825592208,-30,150,9.5
phone052.wav,22.1978075841,24.5478075841,-50,-40,7.5
drawer029.wav,25.5710491758,26.4900514434,-50,140,3.0
drawer029.wav,27.7395879785,28.6585902461,0,160,7.0
