sound_event_recording,start_time,end_time,ele,azi
doorslam008.wav,0.253498842735,0.646492040014,-10,-180,9.0
laughter036.wav,1.28668391217,2.95269298246,-20,120,9.0
speech022.wav,4.0260054563,7.36101679417,20,140,4.5
drawer002.wav,8.43892672887,9.75291765858,-20,160,4.5
clearthroat014.wav,10.9992988341,11.3722920314,30,-150,7.0
doorslam004.wav,12.1188799543,12.6988799543,20,-140,2.5
laughter087.wav,13.2413470469,14.8063583848,-30,30,2.5
drawer047.wav,15.186739918,16.0197331153,-30,-50,1.5
clearthroat047.wav,17.2677171889,17.7167194564,40,20,9.5
keysDrop002.wav,18.3378141386,18.6138232089,-50,-50,3.0
keyboard044.wav,18.9714943651,20.2714943651,40,130,4.5
drawer010.wav,21.0054009158,22.8054009158,-30,-150,4.5
keyboard007.wav,23.7230190197,25.4150144845,-50,110,8.5
phone071.wav,26.471554698,27.8665660359,10,-80,1.0
