sound_event_recording,start_time,end_time,ele,azi
pageturn048.wav,0.000833711854871,0.603826909134,40,-130,3.5
speech053.wav,1.37769692854,3.62370599883,-30,-60,5.5
cough066.wav,4.45580690749,5.42381144263,-60,-140,7.5
clearthroat002.wav,6.24136859283,6.85535952254,0,-110,5.0
speech056.wav,7.78203072409,9.32003525924,20,90,1.0
laughter022.wav,10.3454973743,11.8964951067,50,20,2.0
doorslam012.wav,12.1874396856,12.8424510234,50,30,4.5
phone048.wav,13.4780693101,14.813080648,20,-70,9.0
pageturn081.wav,15.7104797798,17.6914775123,40,10,8.5
clearthroat065.wav,18.2588479378,19.1518411351,-20,10,8.5
speech013.wav,20.0056151716,22.0606265095,40,80,8.0
speech006.wav,22.9120655776,24.2220655776,30,-30,4.0
cough149.wav,24.7483377949,25.5353445977,-40,140,1.5
doorslam014.wav,25.8552929246,26.2682861219,50,40,6.0
keyboard037.wav,26.7294229894,28.7514184543,40,130,9.5
