sound_event_recording,start_time,end_time,ele,azi
clearthroat077.wav,0.074027582306,0.88302984988,-50,-20,2.0
phone062.wav,1.20349685364,3.44748778335,50,-180,5.5
drawer010.wav,4.26277844527,6.06277844527,10,-160,8.0
laughter129.wav,7.0567104739,8.37271954419,-10,40,1.0
doorslam002.wav,9.00659582901,9.62160716688,-60,-60,1.5
keysDrop027.wav,9.98255891364,10.3915611812,-50,-180,2.0
drawer053.wav,10.6818204648,11.3838159296,-60,20,5.0
doorslam004.wav,12.5480231339,13.1280231339,-60,-170,6.5
laughter108.wav,14.1208697698,15.6678765726,-10,-20,2.0
cough059.wav,15.9615693384,16.9115693384,-30,-130,4.0
laughter129.wav,17.4493529141,18.7653619844,20,-140,9.5
doorslam006.wav,19.6151410004,20.0761387328,-50,-70,9.5
laughter108.wav,20.8940185569,22.4410253596,10,70,4.0
clearthroat088.wav,22.986243397,23.8272411294,-40,-180,8.5
clearthroat065.wav,25.0195409905,25.9125341878,40,-170,2.0
keyboard044.wav,26.9223934015,28.2223934015,-30,90,9.0
