sound_event_recording,start_time,end_time,ele,azi
knock018.wav,0.596950291408,1.68794802384,-40,-100,1.5
cough033.wav,2.46954009384,4.65854236141,-20,-100,4.5
drawer053.wav,5.02696582989,5.72896129475,-30,130,8.5
phone079.wav,6.83355689488,8.19355689488,-20,110,2.5
knock010.wav,8.93911876981,9.51712330496,40,20,6.0
clearthroat062.wav,10.4208477963,11.4728432612,40,-50,8.5
pageturn024.wav,12.2450369967,13.1450369967,-10,-120,3.0
pageturn033.wav,13.6031219346,14.6621242022,-30,-30,6.5
cough134.wav,15.3905480933,16.0825435582,50,-120,9.5
clearthroat002.wav,16.4454327926,17.0594237223,-30,-150,7.0
speech019.wav,17.6863260434,20.1533328461,-40,150,1.5
cough059.wav,20.779671192,21.729671192,-30,70,2.5
drawer017.wav,22.7106207782,24.0396230458,20,-50,3.5
laughter119.wav,24.7052277105,25.2342299781,-10,-120,8.5
cough012.wav,25.6635036649,26.7125059324,50,100,5.0
laughter119.wav,27.3555397507,27.8845420183,-60,-50,9.0
doorslam016.wav,28.2353606979,28.653365233,20,120,9.5
