sound_event_recording,start_time,end_time,ele,azi
drawer010.wav,0.672378824853,2.47237882485,30,90,3.0
speech055.wav,3.3511991888,4.8211991888,-60,140,3.5
speech006.wav,5.25484858182,6.56484858182,50,-60,8.0
knock054.wav,7.19624729641,8.14624729641,30,40,3.5
phone071.wav,9.21526495085,10.6102762887,-50,20,2.5
drawer023.wav,11.218186288,12.1731976259,20,-20,9.0
speech009.wav,12.8783167291,14.3663212642,-20,-120,2.5
keyboard012.wav,14.7489348931,16.6549439634,-30,-40,2.0
laughter067.wav,17.2775828976,18.3975828976,-50,-170,4.0
knock032.wav,18.8807900555,19.8417877879,-10,-20,3.5
cough004.wav,20.5645053567,21.4895166945,10,120,4.5
phone038.wav,22.4980011075,24.6080011075,-40,150,8.5
phone048.wav,25.6778228163,27.0128341541,0,120,9.5
clearthroat047.wav,27.4617655267,27.9107677943,-10,60,3.5
keysDrop003.wav,28.9776316744,29.3426430123,-20,-30,7.5
