sound_event_recording,start_time,end_time,ele,azi
pageturn024.wav,0.517625250136,1.41762525014,50,20,1.0
drawer008.wav,2.52934653796,4.15233973524,-10,100,2.0
phone048.wav,5.15459764642,6.48960898429,10,70,4.0
phone037.wav,7.01837408196,9.06837408196,-50,-150,5.5
laughter005.wav,9.47848034785,11.7034916857,-60,-170,6.5
keyboard066.wav,12.9408554917,14.2248464214,10,70,9.5
knock014.wav,15.4198642481,16.0008619805,20,150,2.0
pageturn018.wav,16.8005605596,18.4785650947,-20,-90,7.0
drawer072.wav,19.5325231414,20.141525409,-30,40,6.0
drawer076.wav,20.6053884627,21.2173839275,30,-10,9.5
speech055.wav,21.7432377179,23.2132377179,-40,-110,5.0
keyboard005.wav,23.8388104124,26.4488104124,20,-10,2.5
cough151.wav,27.136962404,27.936962404,-10,130,4.0
