sound_event_recording,start_time,end_time,ele,azi
speech055.wav,0.00917284839579,1.4791728484,20,-80,8.5
phone067.wav,2.02184513531,4.0278542056,30,10,2.0
speech001.wav,4.83098211491,6.7269911852,40,-150,9.0
clearthroat094.wav,7.04741685712,8.66542139227,10,-180,4.0
clearthroat062.wav,9.24710954285,10.2991050077,10,50,3.5
cough012.wav,11.2130669868,12.2620692544,-30,-130,1.0
keysDrop022.wav,13.3879545619,13.7049613646,-50,150,4.5
phone052.wav,14.1436318285,16.4936318285,20,90,2.0
keyboard066.wav,17.1576349792,18.4416259089,-40,140,6.0
speech046.wav,18.9231843611,21.6841820935,10,-130,2.0
keysDrop017.wav,22.2192085785,22.6912040434,-20,-170,2.5
pageturn048.wav,23.3450405477,23.948033745,-10,80,1.5
keyboard044.wav,25.1102341836,26.4102341836,50,50,8.5
speech006.wav,27.6081191297,28.9181191297,50,-80,9.0
