sound_event_recording,start_time,end_time,ele,azi
drawer010.wav,0.758994226668,2.55899422667,-40,0,8.5
laughter036.wav,3.57023645928,5.23624552957,20,-140,1.5
phone069.wav,6.38574249092,7.61574249092,10,-130,2.5
keyboard045.wav,8.86319418212,10.4602009848,-50,150,5.5
drawer029.wav,10.7368586352,11.6558609028,-10,-120,7.0
keysDrop028.wav,11.9723084417,12.0993152444,-20,-10,5.5
laughter022.wav,12.7417238922,14.2927216246,30,90,8.0
speech005.wav,14.9523133285,16.8753065258,-30,-10,1.5
knock069.wav,18.0655133528,19.1305246906,30,-60,8.0
clearthroat077.wav,20.1528196463,20.9618219138,-30,140,2.0
speech031.wav,21.6911740473,23.3801763149,0,100,5.0
laughter022.wav,24.0990204496,25.650018182,-40,20,5.5
