sound_event_recording,start_time,end_time,ele,azi
keysDrop026.wav,0.191887474331,0.442885206757,20,-140,3.5
doorslam016.wav,1.53631362685,1.954318162,-50,-170,7.5
drawer032.wav,2.89906700774,3.52906700774,-20,-110,9.0
phone069.wav,3.78955095869,5.01955095869,40,-160,4.5
knock067.wav,5.63270935384,6.64971615656,30,-90,4.0
doorslam011.wav,7.36059566204,7.99959792961,20,90,6.5
phone054.wav,9.08755608256,10.3375560826,-50,-80,8.5
pageturn051.wav,11.3348757785,12.0068712433,0,50,9.5
keyboard007.wav,12.6652700217,14.3572654865,40,100,2.5
keysDrop026.wav,15.3389876893,15.5899854217,20,-160,7.5
keyboard068.wav,16.1706027217,17.3056140595,30,0,4.0
pageturn002.wav,17.8337502788,19.9537502788,50,-100,6.0
laughter101.wav,20.8547955809,22.5267910457,40,-80,8.5
drawer008.wav,23.1824306657,24.805423863,-30,-50,8.0
cough098.wav,25.9903740028,27.5933672001,-30,-90,2.5
clearthroat043.wav,28.7179788329,29.3809720302,20,-110,2.5
