sound_event_recording,start_time,end_time,ele,azi
keyboard017.wav,0.0134433351034,2.40144787025,0,100,4.0
pageturn057.wav,3.00341127937,3.80842261724,50,140,4.0
knock054.wav,4.31744047337,5.26744047337,40,-170,3.5
cough066.wav,5.53752980884,6.50553434399,-40,-110,2.5
cough092.wav,6.86617501876,7.90118635663,-60,130,7.0
cough140.wav,8.25579371046,9.31579371046,-40,-90,9.0
laughter101.wav,9.66084512399,11.3328405888,-50,-40,2.0
knock069.wav,11.8101355695,12.8751469074,-30,150,5.5
keyboard023.wav,13.3887290539,15.1587290539,-60,90,2.0
clearthroat014.wav,16.1322877749,16.5052809721,50,-140,3.5
keyboard064.wav,17.0120332261,19.967044564,-10,50,6.0
speech053.wav,20.8899772547,23.135986325,-50,80,9.5
doorslam014.wav,23.8979110388,24.3109042361,-20,150,8.5
keysDrop031.wav,25.3431196692,25.5911242044,-50,140,1.5
knock070.wav,26.3141423497,27.3891536875,30,-80,4.5
