sound_event_recording,start_time,end_time,ele,azi
phone067.wav,0.3567474702,2.36275654049,40,40,8.5
phone069.wav,3.23700142174,4.46700142174,10,-130,7.5
speech037.wav,5.37414979602,7.71115659874,-20,150,3.0
pageturn044.wav,8.44746253913,9.1764648067,-10,-110,7.5
clearthroat070.wav,10.0545342803,11.2965297451,40,140,3.5
drawer012.wav,12.3569268296,13.9829358999,20,-130,8.0
phone046.wav,14.7301566184,17.0321520832,40,-70,1.5
clearthroat065.wav,17.5982641036,18.4912573008,-30,-160,4.0
drawer047.wav,19.5001231068,20.333116304,-60,110,6.5
phone059.wav,21.2225327617,22.7525327617,-60,60,7.0
laughter087.wav,23.8979123367,25.4629236746,-30,-80,5.0
pageturn005.wav,26.3761042578,27.834108793,50,10,8.5
