sound_event_recording,start_time,end_time,ele,azi
cough168.wav,0.40486021309,1.34486021309,40,-70,5.0
drawer010.wav,1.82311971277,3.62311971277,30,80,9.5
knock064.wav,4.39549990597,5.02450217355,20,70,9.5
knock027.wav,5.42960960722,6.43960960722,-10,-150,5.0
keysDrop030.wav,7.36739031132,7.63339938162,-10,-80,8.0
laughter108.wav,8.84453384769,10.3915406504,20,70,2.5
pageturn018.wav,11.5646251817,13.2426297169,50,-70,6.5
keyboard045.wav,14.3914838434,15.9884906461,-60,-70,9.0
keyboard045.wav,17.0820164605,18.6790232632,-30,130,4.5
clearthroat077.wav,19.6032273416,20.4122296092,-10,110,4.5
doorslam016.wav,21.3079575165,21.7259620517,20,-90,2.0
drawer076.wav,22.5333305227,23.1453259876,50,-70,8.5
phone061.wav,23.8638978298,25.9038978298,30,-30,4.5
speech001.wav,26.6177768392,28.5137859095,0,90,2.5
