sound_event_recording,start_time,end_time,ele,azi
keyboard023.wav,0.578533150396,2.3485331504,20,120,2.0
phone051.wav,3.3404461535,6.5804461535,-10,-120,5.5
knock069.wav,7.54789619107,8.61290752894,-20,150,2.0
keyboard064.wav,8.96300445597,11.9180157938,-10,120,9.5
drawer002.wav,12.933703726,14.2476946557,-30,150,3.5
phone048.wav,15.1989549886,16.5339663264,-10,-120,7.0
cough059.wav,17.2977149617,18.2477149617,-30,90,3.5
keyboard066.wav,19.0397603415,20.3237512712,20,-160,3.5
doorslam009.wav,21.5179765783,21.954983381,10,60,1.5
cough012.wav,22.7541600277,23.8031622952,50,70,2.0
phone051.wav,24.4713338528,27.7113338528,50,80,9.5
