sound_event_recording,start_time,end_time,ele,azi
keysDrop014.wav,0.103251586609,0.411256121756,10,30,4.0
phone038.wav,0.816441066653,2.92644106665,-20,130,7.5
doorslam017.wav,3.45490393357,3.96991527143,-50,-30,6.0
cough012.wav,5.00150179547,6.05050406304,-60,-110,3.0
clearthroat062.wav,6.37888587706,7.43088134191,0,-170,6.5
laughter108.wav,8.39096914647,9.93797594919,40,-180,4.0
cough098.wav,10.8011990599,12.4041922572,10,-40,6.5
phone069.wav,12.6984902339,13.9284902339,40,110,7.5
knock063.wav,14.9505263542,15.7675331569,-60,-70,2.5
pageturn033.wav,16.8390573639,17.8980596315,-30,60,9.5
knock048.wav,18.6729181171,19.3399249198,40,110,7.5
cough033.wav,19.6700032129,21.8590054805,-60,-70,5.0
knock064.wav,22.9044358086,23.5334380762,40,160,7.0
keyboard017.wav,24.7129396229,27.1009441581,-20,-60,7.0
keysDrop028.wav,28.0350411468,28.1620479495,40,-120,7.5
