sound_event_recording,start_time,end_time,ele,azi
speech009.wav,0.732338977079,2.22034351223,-10,150,6.5
speech001.wav,2.95473117318,4.85074024347,-60,-30,3.0
keysDrop017.wav,5.32862071178,5.80061617663,20,-50,7.0
keysDrop002.wav,6.35532947861,6.6313385489,50,-170,9.0
cough092.wav,6.9180119095,7.95302324737,-20,120,2.5
knock018.wav,8.29255941261,9.38355714504,-30,150,2.5
cough134.wav,9.78124808678,10.4732435516,20,-10,6.5
drawer017.wav,11.2569721792,12.5859744468,20,50,3.5
keyboard045.wav,13.7788564115,15.3758632142,-40,0,2.5
cough081.wav,16.1367641027,17.1207550324,-40,-60,7.5
drawer001.wav,17.8798547121,19.2338456418,50,10,9.5
laughter108.wav,19.839783379,21.3867901817,-50,60,6.5
phone046.wav,22.4238120822,24.7258075471,40,110,4.0
speech009.wav,25.6032976724,27.0913022076,10,-120,8.5
keysDrop030.wav,28.147760758,28.4137698283,-60,140,8.0
