sound_event_recording,start_time,end_time,ele,azi
clearthroat100.wav,0.633457535513,1.26445526794,0,-50,6.5
phone038.wav,2.37476811222,4.48476811222,0,-180,4.0
clearthroat014.wav,5.31286074904,5.68585394632,-10,10,2.5
pageturn021.wav,6.77001642886,7.80201189371,-10,70,2.0
knock064.wav,8.80584131804,9.43484358562,-20,-120,3.0
knock010.wav,10.5673322489,11.145336784,50,110,2.5
knock027.wav,11.3970655359,12.4070655359,-40,80,7.0
pageturn036.wav,12.7651809042,14.2451809042,-30,-170,8.0
speech005.wav,15.1998413458,17.1228345431,-50,-70,5.5
clearthroat062.wav,17.7074246048,18.7594200697,0,10,7.5
drawer001.wav,19.8831546786,21.2371456083,-40,-160,1.0
phone051.wav,21.669726854,24.909726854,0,-20,3.5
keyboard058.wav,26.1000412306,27.9660503009,-10,110,1.0
