sound_event_recording,start_time,end_time,ele,azi
keyboard044.wav,0.121989476752,1.42198947675,10,-30,2.0
phone048.wav,1.96566084881,3.30067218668,-50,40,8.0
knock018.wav,3.82126021892,4.91225795135,20,-70,2.5
keyboard012.wav,5.71578151624,7.62179058653,50,-90,8.0
laughter119.wav,8.72328497348,9.25228724105,-50,-40,4.5
phone059.wav,10.3646416981,11.8946416981,30,-110,9.0
clearthroat070.wav,12.3561932636,13.5981887285,20,90,6.0
clearthroat062.wav,14.2935798865,15.3455753513,40,30,7.0
laughter077.wav,15.7621799509,17.5021799509,-10,120,8.5
keysDrop030.wav,18.6308143119,18.8968233822,-20,-10,9.5
keysDrop030.wav,19.949725963,20.2157350333,10,-130,1.5
drawer076.wav,21.4593179892,22.071313454,-30,-20,9.5
phone052.wav,23.0456851737,25.3956851737,-60,-40,6.5
keysDrop022.wav,25.6695458308,25.9865526335,-20,-140,5.5
cough012.wav,27.1743218354,28.223324103,10,70,6.5
