sound_event_recording,start_time,end_time,ele,azi
keyboard017.wav,0.496342527647,2.8843470628,-30,-100,9.0
knock064.wav,3.37441791884,4.00342018641,50,70,7.5
speech019.wav,4.39900895033,6.86601575305,40,-160,8.0
doorslam017.wav,7.30763538172,7.82264671959,20,50,4.0
keysDrop072.wav,8.10812552864,8.32313686651,-50,-40,8.0
phone037.wav,9.06241599028,11.1124159903,40,-50,2.5
phone048.wav,12.3041987044,13.6392100423,30,70,8.5
speech055.wav,14.1880883376,15.6580883376,30,40,1.5
knock027.wav,16.1537255795,17.1637255795,50,-40,5.0
keyboard035.wav,17.6737691614,18.7757646262,-30,100,6.5
keyboard035.wav,19.7045904205,20.8065858854,30,70,6.5
knock069.wav,21.6846335621,22.7496449,-10,80,2.0
phone061.wav,23.6364734788,25.6764734788,50,-150,1.5
clearthroat043.wav,26.2059119155,26.8689051128,-50,100,9.5
