sound_event_recording,start_time,end_time,ele,azi
keysDrop021.wav,0.677665256204,0.919660721057,-40,-170,2.5
clearthroat105.wav,1.62738481342,2.18838254585,-30,130,7.5
drawer012.wav,2.76833382272,4.39434289301,-20,-50,1.0
cough092.wav,5.02692951225,6.06194085012,-40,-130,5.0
cough066.wav,7.10431693907,8.07232147422,-50,-80,4.5
cough004.wav,8.9452598739,9.87027121176,-20,-170,2.5
clearthroat115.wav,10.519848006,11.059848006,-30,70,2.0
phone046.wav,11.3380217754,13.6400172403,-50,-170,8.0
clearthroat094.wav,14.4365059233,16.0545104585,0,40,2.5
keyboard005.wav,16.7492588353,19.3592588353,-10,110,7.5
clearthroat077.wav,20.1986035772,21.0076058448,40,90,4.0
doorslam011.wav,21.551434124,22.1904363915,-60,40,4.0
laughter119.wav,22.6816175266,23.2106197941,-50,-80,3.0
doorslam016.wav,23.6295054049,24.0475099401,-20,0,1.0
phone061.wav,24.7312324039,26.7712324039,40,150,1.5
