sound_event_recording,start_time,end_time,ele,azi
doorslam022.wav,0.611070862205,1.50807766493,-20,80,7.0
phone079.wav,1.95257675598,3.31257675598,40,0,9.0
phone067.wav,4.13318451342,6.13919358371,-20,110,6.5
cough081.wav,6.79817873898,7.78216966868,40,30,6.0
keyboard005.wav,8.36151034171,10.9715103417,-40,-130,5.5
clearthroat062.wav,11.5679804502,12.6199759151,40,40,7.0
laughter079.wav,13.6940146954,15.9610214981,-60,-140,5.0
speech005.wav,17.1911172832,19.1141104805,-50,150,3.5
drawer053.wav,19.4213509402,20.123346405,20,110,5.5
drawer001.wav,21.1385710328,22.4925619625,-20,60,4.5
pageturn064.wav,23.0562732769,24.0312846148,-60,-10,2.0
clearthroat070.wav,24.5415493303,25.7835447952,30,-100,9.5
clearthroat105.wav,26.4073081176,26.96830585,30,-120,1.0
drawer032.wav,28.020573982,28.650573982,-30,-50,7.0
