sound_event_recording,start_time,end_time,ele,azi
pageturn064.wav,0.494085960363,1.46909729823,-60,30,4.0
speech055.wav,2.32895839564,3.79895839564,30,-130,8.5
keysDrop017.wav,4.21922841414,4.69122387899,50,-130,2.5
drawer047.wav,5.84552206832,6.6785152656,10,-40,6.0
keyboard005.wav,7.30436425629,9.91436425629,-50,-160,7.0
keysDrop030.wav,10.9679026466,11.2339117169,-60,90,6.5
drawer034.wav,12.2206594793,13.1056708172,30,-30,7.5
speech006.wav,14.227546526,15.537546526,-30,10,3.0
phone052.wav,16.569655029,18.919655029,-50,130,6.0
phone067.wav,19.6712778651,21.6772869354,40,-20,4.0
keysDrop027.wav,22.2330193112,22.6420215787,30,70,5.0
knock064.wav,23.1963327592,23.8253350268,30,-20,6.0
keysDrop002.wav,24.5577931264,24.8338021967,-10,40,4.0
phone048.wav,25.6601765521,26.99518789,-20,160,3.0
doorslam011.wav,27.4096049435,28.048607211,0,-10,5.5
