sound_event_recording,start_time,end_time,ele,azi
keyboard037.wav,0.18765458517,2.20965005002,-60,120,2.5
phone082.wav,3.11851180366,4.90250273337,-10,-60,6.0
clearthroat047.wav,5.90725670622,6.35625897379,30,-70,7.0
speech046.wav,7.55251293108,10.3135106635,-60,-130,8.0
laughter067.wav,11.3550244875,12.4750244875,50,-110,9.0
drawer053.wav,13.28830964,13.9903051049,10,-180,6.5
clearthroat002.wav,15.0444301215,15.6584210512,30,70,7.0
keyboard014.wav,16.5393290514,18.8623222486,-60,-160,9.0
doorslam016.wav,19.3867949039,19.804799439,-20,-120,7.5
speech031.wav,20.5044535105,22.1934557781,30,90,2.0
doorslam012.wav,23.3670150643,24.0220264022,40,-10,8.5
keyboard064.wav,25.0455056951,28.000517033,0,130,3.0
keysDrop017.wav,29.0128694429,29.4848649078,10,80,8.5
