sound_event_recording,start_time,end_time,ele,azi
drawer001.wav,0.1468927362,1.50088366591,-40,-130,7.5
drawer012.wav,2.02509439936,3.65110346965,-60,-50,1.5
clearthroat077.wav,4.80205738805,5.61105965562,40,140,2.0
knock001.wav,6.13711515589,7.01110608559,50,-10,9.5
knock069.wav,7.71237833956,8.77738967743,-60,60,1.5
speech037.wav,9.29003397201,11.6270407747,30,-30,5.5
phone062.wav,11.9680012831,14.2119922128,-20,-120,7.0
speech042.wav,14.7517129408,16.184706138,30,20,4.5
keysDrop020.wav,17.315053891,17.7170493558,-10,110,3.5
phone061.wav,18.2263254122,20.2663254122,-20,50,1.5
laughter134.wav,20.5856498083,22.2306611461,-60,-110,4.0
phone071.wav,22.7464739457,24.1414852836,-20,120,6.5
pageturn044.wav,24.9570429744,25.686045242,20,-90,1.0
knock014.wav,26.2327709708,26.8137687032,-40,-20,7.0
speech055.wav,27.9097165399,29.3797165399,20,60,3.0
