sound_event_recording,start_time,end_time,ele,azi
speech001.wav,0.916224505705,2.812233576,-20,-50,3.5
cough134.wav,3.81677297664,4.5087684415,40,-90,3.0
drawer012.wav,5.30846137376,6.93447044405,-30,-30,4.0
cough098.wav,8.07705825762,9.6800514549,10,50,7.0
cough134.wav,10.9092086969,11.6012041617,10,130,9.5
keysDrop014.wav,12.4318602246,12.7398647598,20,70,5.5
pageturn002.wav,13.2307618284,15.3507618284,50,140,1.0
clearthroat062.wav,16.0650195589,17.1170150238,-20,50,1.5
clearthroat100.wav,17.89705955,18.5280572824,-40,10,6.5
speech046.wav,19.1273401933,21.8883379257,-40,-180,6.0
cough151.wav,22.2054582727,23.0054582727,-20,100,2.5
pageturn024.wav,23.5706984196,24.4706984196,-10,80,2.5
phone048.wav,25.3130041424,26.6480154803,0,-130,7.0
phone054.wav,26.9794228044,28.2294228044,-30,-100,8.0
