sound_event_recording,start_time,end_time,ele,azi
keyboard005.wav,0.478221478498,3.0882214785,-50,110,9.5
drawer002.wav,3.40113071796,4.71512164767,10,150,4.5
phone061.wav,5.48793160563,7.52793160563,50,-130,7.0
clearthroat065.wav,8.03178631018,8.92477950746,10,30,5.5
pageturn002.wav,9.6759433689,11.7959433689,-60,-110,1.5
clearthroat113.wav,12.330432598,13.030432598,40,100,6.5
phone062.wav,13.6049803044,15.8489712341,-50,-120,9.5
speech006.wav,16.1204234648,17.4304234648,-20,120,6.0
keysDrop006.wav,18.0694325529,18.3304302854,-40,30,5.0
drawer002.wav,19.298704729,20.6126956587,30,-170,3.5
clearthroat043.wav,21.0980636482,21.7610568455,-10,-20,1.5
phone069.wav,22.7210634897,23.9510634897,-50,-60,8.0
speech005.wav,24.5716053108,26.4945985081,-20,-50,3.5
cough092.wav,27.0221555177,28.0571668556,40,-150,8.5
