sound_event_recording,start_time,end_time,ele,azi
speech007.wav,0.145608616032,1.75361315118,-50,110,8.0
pageturn064.wav,2.53750139543,3.5125127333,-30,-120,1.0
clearthroat113.wav,4.66059375018,5.36059375018,10,40,4.0
phone054.wav,6.47784902618,7.72784902618,50,-60,5.0
speech037.wav,8.75208689886,11.0890937016,-20,50,5.5
doorslam007.wav,11.5831686132,12.0431686132,-50,-90,6.5
phone069.wav,12.7864961747,14.0164961747,50,-40,5.5
doorslam015.wav,14.7354436135,15.1624504163,0,-140,7.5
speech009.wav,15.8717822949,17.3597868301,-60,120,8.0
laughter108.wav,18.6056992155,20.1527060182,50,-110,7.0
pageturn075.wav,21.3318267115,22.1178357818,-10,130,4.0
drawer029.wav,22.70364702,23.6226492876,20,-20,5.0
keyboard023.wav,24.8569920013,26.6269920013,50,120,6.0
knock013.wav,27.8401296451,28.3411273775,-10,140,9.0
