sound_event_recording,start_time,end_time,ele,azi
phone048.wav,0.191405587926,1.5264169258,-40,10,4.0
cough168.wav,2.56796476288,3.50796476288,0,-60,3.0
keyboard066.wav,4.18799021901,5.47198114872,-20,30,2.5
clearthroat077.wav,6.41611092179,7.22511318937,-60,-130,1.0
knock013.wav,7.8907691296,8.39176686203,40,-10,1.5
pageturn044.wav,9.02325303697,9.75225530455,0,-70,8.0
speech006.wav,10.1652778477,11.4752778477,-10,40,2.0
speech053.wav,12.2225132443,14.4685223146,20,-90,2.0
knock014.wav,15.537177013,16.1181747454,-20,70,7.5
speech056.wav,16.815632183,18.3536367181,40,10,6.0
speech006.wav,19.5318738556,20.8418738556,0,20,2.0
phone037.wav,21.684640061,23.734640061,40,-90,9.0
speech019.wav,24.0973975191,26.5644043218,-40,80,2.0
cough012.wav,27.1526256431,28.2016279107,0,160,3.0
