sound_event_recording,start_time,end_time,ele,azi
pageturn064.wav,0.183376172854,1.15838751072,-40,-90,1.0
keysDrop014.wav,2.09282577707,2.40083031221,-20,50,5.5
speech037.wav,2.82700142875,5.16400823147,10,70,5.0
knock070.wav,6.10374142173,7.1787527596,40,150,1.0
phone037.wav,7.61531710767,9.66531710767,-60,-90,9.5
doorslam011.wav,10.8718150209,11.5108172885,-60,-120,3.5
pageturn081.wav,11.8624359711,13.8434337035,-50,40,3.0
keyboard066.wav,14.1212264086,15.4052173383,-20,30,5.0
drawer029.wav,16.5602868783,17.4792891459,-30,-10,9.0
speech005.wav,18.3208667513,20.2438599486,0,40,3.5
knock027.wav,21.0837424553,22.0937424553,-20,110,3.0
laughter108.wav,23.0602970422,24.6073038449,-10,-90,2.0
keysDrop003.wav,25.1950645039,25.5600758418,-10,80,4.5
cough092.wav,26.4359839175,27.4709952553,40,120,9.0
