sound_event_recording,start_time,end_time,ele,azi
cough168.wav,0.913349742436,1.85334974244,10,110,6.5
clearthroat113.wav,2.30226088076,3.00226088076,-30,120,6.5
drawer072.wav,3.51456966135,4.12357192892,20,40,3.5
keysDrop026.wav,5.05606203089,5.30705976332,-60,-120,7.0
pageturn005.wav,6.48913967588,7.94714421103,0,-180,9.0
pageturn058.wav,8.46003125987,9.51302445715,40,-80,6.0
speech007.wav,10.1750035497,11.7830080848,-20,-20,2.5
pageturn031.wav,12.650283414,13.720283414,40,-140,8.0
drawer005.wav,14.0857596859,15.5287528832,10,140,1.5
laughter067.wav,15.9226114329,17.0426114329,-30,-30,4.5
doorslam011.wav,18.0463046446,18.6853069122,30,-100,3.0
keysDrop022.wav,19.1943692402,19.5113760429,-30,0,8.0
pageturn033.wav,20.4900668925,21.5490691601,-60,130,9.5
knock013.wav,22.3790501998,22.8800479323,30,-100,3.0
pageturn081.wav,23.9024193695,25.8834171019,50,-130,9.5
doorslam022.wav,26.2249492034,27.1219560061,-20,-150,5.0
clearthroat062.wav,27.9751079577,29.0271034225,-60,90,3.5
