sound_event_recording,start_time,end_time,ele,azi
doorslam015.wav,0.37391788105,0.800924683771,30,-50,1.5
speech037.wav,1.55217770286,3.88918450558,10,30,9.5
phone062.wav,4.14763211166,6.39162304137,50,30,8.5
drawer017.wav,7.16821890104,8.49722116861,-50,140,9.5
doorslam014.wav,9.48483878847,9.89783198575,-10,-120,5.0
keysDrop022.wav,10.3669118833,10.6839186861,-50,80,2.0
cough134.wav,11.7375945265,12.4295899913,-10,60,6.5
doorslam021.wav,13.262266873,13.922266873,-40,90,1.0
phone048.wav,14.5723307226,15.9073420605,-10,70,1.5
phone067.wav,16.7371926077,18.743201678,-50,160,2.0
knock067.wav,19.5763763836,20.5933831863,-60,120,7.5
pageturn024.wav,21.6345464563,22.5345464563,20,-50,3.5
pageturn081.wav,23.7007946027,25.6817923352,20,-90,6.0
keyboard023.wav,26.3719385576,28.1419385576,10,-70,6.5
