sound_event_recording,start_time,end_time,ele,azi
keyboard035.wav,0.862452687191,1.96444815204,-10,160,1.5
doorslam018.wav,3.20119147554,3.50720054583,0,130,1.5
keyboard014.wav,4.1506449829,6.47363818018,0,-60,7.5
speech005.wav,7.3778244055,9.30081760278,20,70,7.5
keysDrop003.wav,10.2377977883,10.6028091261,40,-180,1.0
phone046.wav,11.2837391668,13.5857346316,-10,60,9.5
doorslam014.wav,14.2538369234,14.6668301207,10,-60,5.5
clearthroat065.wav,15.8905325705,16.7835257678,-40,0,5.0
laughter129.wav,17.1820478323,18.4980569025,40,-130,2.0
keyboard005.wav,19.7068661148,22.3168661148,40,-90,9.5
phone069.wav,23.1219383606,24.3519383606,-50,-160,4.5
phone061.wav,25.0981972201,27.1381972201,50,-150,1.0
