sound_event_recording,start_time,end_time,ele,azi
pageturn057.wav,0.971771438606,1.77678277647,50,80,8.0
pageturn031.wav,2.65710815088,3.72710815088,20,-180,1.5
clearthroat105.wav,4.12414165264,4.68513938506,-30,-30,5.0
keyboard044.wav,5.14134212759,6.44134212759,30,-170,4.5
knock013.wav,7.11015583176,7.61115356419,10,-120,8.5
keyboard017.wav,8.8169318063,11.2049363414,0,-30,8.5
laughter134.wav,12.1803396609,13.8253509987,-10,-50,1.5
keyboard066.wav,14.7497264612,16.0337173909,10,-90,9.0
drawer023.wav,16.8512932823,17.8063046202,0,140,3.0
drawer008.wav,18.6091736639,20.2321668612,-60,70,7.0
speech013.wav,20.9491112699,23.0041226077,-40,-130,3.0
clearthroat065.wav,23.596018276,24.4890114732,-60,-80,5.5
keyboard066.wav,25.5847079061,26.8686988358,0,50,1.0
