sound_event_recording,start_time,end_time,ele,azi
pageturn075.wav,0.600306252569,1.38631532286,-40,-60,8.5
keysDrop026.wav,2.21759409857,2.46859183099,20,-140,5.5
drawer023.wav,2.84292373664,3.7979350745,30,80,3.5
keyboard025.wav,4.56753579382,6.92554032897,-30,0,1.0
clearthroat077.wav,7.29958612403,8.10858839161,30,120,7.5
drawer008.wav,8.51611070446,10.1391039017,-40,160,8.5
doorslam014.wav,10.5647379126,10.9777311098,-50,140,3.5
keyboard064.wav,11.7198731324,14.6748844703,20,50,2.0
clearthroat043.wav,15.0079481809,15.6709413782,-60,-50,8.5
keyboard009.wav,16.1741170954,18.1551148278,40,100,3.5
knock048.wav,18.8747653618,19.5417721645,-20,-160,6.5
pageturn018.wav,20.5787523659,22.2567569011,40,-170,8.5
drawer029.wav,22.6668096394,23.585811907,30,-150,5.0
cough151.wav,23.9881698975,24.7881698975,20,20,4.5
clearthroat043.wav,25.3939079386,26.0569011359,-40,-150,2.5
cough130.wav,27.2960284441,28.6620375144,-10,80,2.0
