sound_event_recording,start_time,end_time,ele,azi
phone071.wav,0.641297136453,2.03630847432,-60,0,8.5
pageturn005.wav,2.33966421926,3.79766875441,30,-50,8.5
laughter077.wav,4.30503001543,6.04503001543,0,150,6.0
laughter077.wav,6.55216415085,8.29216415085,40,-70,1.0
drawer010.wav,8.55988377552,10.3598837755,-60,20,1.5
pageturn031.wav,10.865592272,11.935592272,50,-60,6.0
clearthroat115.wav,12.8406643151,13.3806643151,-10,-40,6.5
keyboard035.wav,14.2792407769,15.3812362418,50,-110,8.0
laughter005.wav,16.2786394341,18.5036507719,-50,-150,8.0
laughter119.wav,19.7252235288,20.2542257963,-60,-180,5.0
doorslam008.wav,21.4911722143,21.8841654116,40,100,6.0
pageturn033.wav,22.660340486,23.7193427536,-30,110,4.0
clearthroat088.wav,24.2160258451,25.0570235775,30,-70,2.5
knock070.wav,25.3873183764,26.4623297143,-40,10,5.5
phone059.wav,27.4106151466,28.9406151466,50,70,4.5
