sound_event_recording,start_time,end_time,ele,azi
laughter101.wav,0.689726143001,2.36172160785,-10,-20,7.5
knock014.wav,2.94307240302,3.52407013544,-40,70,4.5
drawer047.wav,4.27815451033,5.11114770761,-50,0,6.0
doorslam009.wav,6.26001696888,6.6970237716,-40,0,1.0
laughter108.wav,7.27620097259,8.82320777531,50,-60,4.5
knock010.wav,9.33233906997,9.91034360511,40,60,4.5
keysDrop021.wav,10.6555079361,10.897503401,40,-180,5.0
doorslam006.wav,11.5047740737,11.9657718061,10,-170,9.0
knock069.wav,12.3331824479,13.3981937857,30,70,9.5
keysDrop026.wav,14.3779282981,14.6289260305,0,-70,5.5
keyboard012.wav,15.0004492828,16.9064583531,-50,-160,3.5
knock003.wav,17.5736387129,18.2956341777,40,-150,7.5
drawer008.wav,19.3869021423,21.0098953396,-40,-10,3.0
knock054.wav,21.8308133113,22.7808133113,-50,-30,5.5
cough059.wav,23.6856774933,24.6356774933,20,100,5.5
doorslam007.wav,25.5571812979,26.0171812979,10,150,8.0
pageturn002.wav,27.0481743379,29.1681743379,30,110,5.5
