sound_event_recording,start_time,end_time,ele,azi
cough168.wav,0.938316953489,1.87831695349,-20,-180,5.0
drawer001.wav,2.3927784105,3.74676934021,-10,40,3.5
clearthroat088.wav,4.27439947309,5.11539720551,-50,-120,2.0
clearthroat047.wav,5.84307603369,6.29207830127,10,80,1.5
doorslam022.wav,6.88987921125,7.78688601397,40,-20,9.5
doorslam014.wav,9.00839469404,9.42138789132,-60,-60,9.5
laughter067.wav,9.72996124325,10.8499612433,-10,-120,9.5
pageturn058.wav,12.0746664442,13.1276596415,30,-170,9.5
pageturn021.wav,14.321184151,15.3531796159,-10,20,3.5
phone042.wav,15.7265226697,16.7665226697,0,-20,4.5
phone067.wav,17.1045149166,19.1105239869,0,-50,4.0
speech019.wav,20.136831931,22.6038387337,50,70,9.0
keyboard017.wav,22.981912041,25.3699165761,-20,90,3.0
doorslam011.wav,25.7888158085,26.427818076,-50,-100,5.0
knock032.wav,27.6645217889,28.6255195213,-10,150,7.0
