sound_event_recording,start_time,end_time,ele,azi
clearthroat094.wav,0.0415446464199,1.65954918157,20,100,2.5
knock027.wav,2.04046473912,3.05046473912,-10,150,8.5
clearthroat043.wav,3.32075240152,3.9837455988,10,-110,3.5
pageturn036.wav,5.00696120272,6.48696120272,-60,20,6.0
keysDrop014.wav,7.60896420729,7.91696874244,40,10,2.0
keyboard035.wav,8.32853216271,9.43052762756,40,-160,9.5
speech031.wav,10.30378654,11.9927888076,-40,-160,4.5
pageturn002.wav,13.1430375814,15.2630375814,-10,130,8.5
doorslam008.wav,15.6554051832,16.0483983805,-50,-50,5.5
pageturn031.wav,16.4865086561,17.5565086561,-40,140,8.5
keysDrop030.wav,17.9073696848,18.1733787551,-30,90,9.0
drawer053.wav,19.2825653246,19.9845607895,-40,-50,9.5
speech055.wav,20.9864010459,22.4564010459,20,60,9.5
drawer032.wav,23.2299432509,23.8599432509,-40,80,4.5
keyboard044.wav,24.901355128,26.201355128,20,-140,8.0
knock069.wav,27.2054763277,28.2704876656,30,50,1.5
