sound_event_recording,start_time,end_time,ele,azi
drawer032.wav,0.0410811484486,0.671081148449,10,-90,1.5
phone059.wav,1.09596044124,2.62596044124,0,-40,3.5
cough081.wav,3.82531697048,4.80930790019,0,-180,6.5
keyboard064.wav,5.18593390655,8.14094524442,50,-60,3.5
doorslam021.wav,9.13820301707,9.79820301707,50,0,3.0
speech011.wav,10.3221437213,12.096134651,40,110,2.0
phone054.wav,12.9931684199,14.2431684199,-30,-40,3.0
laughter079.wav,14.8095792502,17.0765860529,40,100,9.5
clearthroat043.wav,17.6074386965,18.2704318937,-40,130,2.5
phone042.wav,19.2428493355,20.2828493355,-50,-130,7.5
phone067.wav,20.8471357245,22.8531447948,40,-50,3.0
cough012.wav,23.9450185349,24.9940208024,-20,-60,7.5
keyboard017.wav,25.7635844383,28.1515889734,0,-100,7.0
