sound_event_recording,start_time,end_time,ele,azi
cough151.wav,0.880455562819,1.68045556282,-30,70,6.5
pageturn081.wav,2.51615181101,4.49714954344,20,-180,9.5
drawer029.wav,5.07841132013,5.9974135877,0,-50,3.5
speech005.wav,6.62683670328,8.54982990056,-30,160,5.0
clearthroat094.wav,9.74366033665,11.3616648718,-50,10,5.5
keyboard023.wav,11.8016087356,13.5716087356,30,-20,3.0
cough151.wav,14.5656898117,15.3656898117,20,-140,7.5
phone069.wav,15.8063454751,17.0363454751,-20,120,9.0
speech011.wav,17.6448168892,19.418807819,30,-160,3.5
clearthroat002.wav,20.5548574517,21.1688483814,0,140,4.5
knock067.wav,22.1507312083,23.167738011,10,30,8.0
pageturn021.wav,24.2924117902,25.3244072551,-50,120,8.5
laughter101.wav,25.7241325044,27.3961279692,-60,0,8.0
