sound_event_recording,start_time,end_time,ele,azi
drawer047.wav,0.148167886433,0.981161083712,-60,-150,1.0
phone061.wav,2.03762805726,4.07762805726,-60,-40,1.5
keyboard066.wav,5.25527748718,6.53926841689,-30,60,6.0
cough081.wav,7.04174129693,8.02573222663,30,0,1.0
drawer012.wav,8.36535154546,9.99136061575,40,30,7.5
clearthroat043.wav,10.6460719765,11.3090651738,40,-80,9.0
doorslam018.wav,12.1095136248,12.4155226951,40,-180,7.0
pageturn033.wav,13.121440414,14.1804426816,0,-60,7.5
pageturn018.wav,14.4647162259,16.1427207611,10,100,7.0
speech019.wav,16.5998187367,19.0668255394,30,-130,2.5
drawer053.wav,19.8828637753,20.5848592402,-50,-140,7.0
drawer029.wav,21.5161839969,22.4351862645,40,-140,7.5
cough033.wav,22.6942783911,24.8832806587,10,120,6.5
cough033.wav,25.4562830902,27.6452853578,0,-130,2.0
phone048.wav,27.9388867399,29.2738980777,-50,-10,9.5
