sound_event_recording,start_time,end_time,ele,azi
phone061.wav,0.552852148957,2.59285214896,-40,160,7.5
speech011.wav,3.13754661118,4.91153754089,-40,-10,5.5
knock010.wav,5.85127521281,6.42927974795,40,40,3.5
phone052.wav,7.56848200741,9.91848200741,50,60,5.5
cough066.wav,10.2311802892,11.1991848244,-10,60,3.5
knock003.wav,11.5901447226,12.3121401875,-50,-120,1.5
keysDrop072.wav,12.6750463966,12.8900577345,30,140,9.5
doorslam016.wav,14.1027240918,14.5207286269,10,-180,7.5
clearthroat094.wav,15.2944968982,16.9125014333,50,-110,9.5
phone051.wav,17.6978019832,20.9378019832,-20,-60,2.0
laughter079.wav,21.7859823562,24.052989159,50,20,1.0
speech005.wav,24.4528086232,26.3758018205,-10,30,9.0
phone069.wav,27.5958736647,28.8258736647,20,70,9.0
