sound_event_recording,start_time,end_time,ele,azi
pageturn033.wav,0.167922680339,1.22692494791,-20,50,2.5
drawer005.wav,1.55345034122,2.9964435385,-60,140,5.5
laughter119.wav,3.44716574185,3.97616800943,20,0,4.5
speech037.wav,4.61764529536,6.95465209808,40,-70,9.0
keyboard035.wav,7.36856413867,8.47055960352,-10,-150,1.5
speech053.wav,8.90158071256,11.1475897828,20,110,4.0
phone069.wav,12.2475048243,13.4775048243,-60,130,1.5
speech046.wav,14.0221433861,16.7831411186,-60,-70,4.5
phone059.wav,17.4086026075,18.9386026075,-60,-80,5.0
clearthroat062.wav,19.5779159404,20.6299114053,-20,70,2.5
speech056.wav,21.7436392694,23.2816438046,-20,-70,3.5
speech042.wav,23.670413493,25.1034066903,-10,130,5.5
speech006.wav,25.9435840836,27.2535840836,-20,-160,5.5
